quote,philosopher,source
"Here is where the quis-nity of the ""what"" excepts itself from the onto-logical quiddity of the ""what"" sought which orients the research.",levinas,Otherwise Than Being — Emmanuel Levinas
The same has to do with the other before the other appears in any way to a consciousness.,levinas,Otherwise Than Being — Emmanuel Levinas
"Subjectivity is structured as the other in the same, but in a way different from that of consciousness.",levinas,Otherwise Than Being — Emmanuel Levinas
"Consciousness is always correlative with a theme, a present represented, a theme put before me, a being which is a phenomenon.",levinas,Otherwise Than Being — Emmanuel Levinas
"Subjectivity is the other in the same, in a way that also differs from that of the presence of interlocutors to one another in a dialogue, in which they are at peace and in agreement with one another.",levinas,Otherwise Than Being — Emmanuel Levinas
The other in the same determinative of subjectivity is the restlessness of the same disturbed by the other.,levinas,Otherwise Than Being — Emmanuel Levinas
"This is not the correlation characteristic of intentionality, nor even that of dialogue, which attests to essence by its essential reciprocity.",levinas,Otherwise Than Being — Emmanuel Levinas
"The folding back of being upon itself, and the self formed by this fold, where the effect of being remains correlative with being, also does not go to the crux of subjectivity.",levinas,Otherwise Than Being — Emmanuel Levinas
"This allegiance will be described as a responsibility of the same for the other, as a response to his 26 proximity before any question.",levinas,Otherwise Than Being — Emmanuel Levinas
"In this responsibility the latent birth of consciousness itself as a perception or listening in to being, can be surprised, and dialogue based on questioning.",levinas,Otherwise Than Being — Emmanuel Levinas
"Being then would not be the construction of a cognitive subject, contrary to what idealism claims.",levinas,Otherwise Than Being — Emmanuel Levinas
"The subject opening to the thought and truth of being', as it incontestably does, opens upon a way quite different from that which lets the subject be seen as an ontology or an understanding of being.",levinas,Otherwise Than Being — Emmanuel Levinas
This not coming from cognition has a quite different meaning than ontology supposes.,levinas,Otherwise Than Being — Emmanuel Levinas
"Being and cognition together signify in the proximity of the other and in a certain modality of my responsibility for the other, this response preceding any question, this saying before the said.",levinas,Otherwise Than Being — Emmanuel Levinas
"Being signifies on the basis of the one-for-the-other, of substitution of the same for the other.",levinas,Otherwise Than Being — Emmanuel Levinas
"Both being and the vision of being refer to a subject that has risen earlier than being and cognition, earlier than and on this side of them, in an immemorial time which a reminiscene could not recuperate as an a priori.",levinas,Otherwise Than Being — Emmanuel Levinas
"The ""birth"" of being in the questioning where the cognitive subject stands would thus refer to a before the questioning, to the anarchy of responsibility, as it were on this side of all birth.",levinas,Otherwise Than Being — Emmanuel Levinas
"We will try, with the notion of the saying without the said, to expose such a modality of the subjective, an otherwise than being.",levinas,Otherwise Than Being — Emmanuel Levinas
"We will have to answer for the liberties that we are thus taking with the eventual as though there were no risks, forgetting the first pages and the warnings of the Introduction to the Phenomenology of Mind.",levinas,Otherwise Than Being — Emmanuel Levinas
"At least the first indications of these eventualities permit us to announce the orientation of this chapter, which does not begin by running up against the finitude of the subject devoted to the relativity of a forever unfinished science.",levinas,Otherwise Than Being — Emmanuel Levinas
"Then one will have to stay with the design of this ontology, even if in certain of its implications inflexions of forgotten voices resound.",levinas,Otherwise Than Being — Emmanuel Levinas
"To ontology, the exposition of being in its amphibology of being and entitles, belong time and 27 language, inasmuch as language, assembling the dispersion of duration into nouns and propositions, lets being and entities be heard.",levinas,Otherwise Than Being — Emmanuel Levinas
"We have shown that the question ""What shows itself in truth?"" questions the being that exhibits itself in terms of this being.",levinas,Otherwise Than Being — Emmanuel Levinas
"The question ""who is looking?"" is also ontological.",levinas,Otherwise Than Being — Emmanuel Levinas
"Such a ""who?"" amounts to a ""what?"", to ""what about him?"" It goes back to that, or gets lost in it.",levinas,Otherwise Than Being — Emmanuel Levinas
"The difference between ""who?"" and ""what?"" which is reflected in vocabulary and grammar would be only eidetic or essential, motivated by the nature or mode of being of the entity that is problematical.",levinas,Otherwise Than Being — Emmanuel Levinas
"And the logical supremacy of the ""what?"" in the said abolishes this difference.",levinas,Otherwise Than Being — Emmanuel Levinas
"In the ""who is this whoT it asks ""what about this whoT to which the look turned on being is given.",levinas,Otherwise Than Being — Emmanuel Levinas
"This privilege means that, in all cases, in asking ourselves, with regard to truth: ""who is looking at being manifesting itself in truth?"", the welcoming of the manifestation of being could not take place outside of the being that manifests itself.",levinas,Otherwise Than Being — Emmanuel Levinas
"The response to the question ""who is looking?"" then could in its turn signify only the exposition of essence: the subject of the look will be a thinking being, in a strict correlation with its object, belonging to the subject-object unity.",levinas,Otherwise Than Being — Emmanuel Levinas
"Moreover, how, if one starts with the notion of the truth, could one place the welcoming of the manifestation of being outside of the being that manifests itself?",levinas,Otherwise Than Being — Emmanuel Levinas
"Can he that looks place himself outside of the Absolute, and the look withdraw from the event of being, by hollowing out the fold of inwardness, in which knowledge is deposited, accumu28 lates and is formulated?",levinas,Otherwise Than Being — Emmanuel Levinas
"But then things would happen outside of being, and there would still be being there, which seems to be contradictory in its terms.",levinas,Otherwise Than Being — Emmanuel Levinas
"We are not yet in a position to see clearly in this semblance, still less to reduce it, even if we suspect that there is in the position in which the folding back of being upon itself, or subjectivity, is produced something else than this reflection.",levinas,Otherwise Than Being — Emmanuel Levinas
"It is then necessary that the one to whom being shows itself still belongs to being, and that looking amounts to being.",levinas,Otherwise Than Being — Emmanuel Levinas
"Is the ""who"" - the spectator, the subjectivity, the soul - exhausted in this process of interiori-zation?",levinas,Otherwise Than Being — Emmanuel Levinas
"Or is interiorization all there is in the negativity of ""not showing oneself?"" That is in fact our problem: what does ""who?"" mean?",levinas,Otherwise Than Being — Emmanuel Levinas
"But if the inwardness were an absolute exception, the being discovered in truth would be truncated of its inwardness; it would be in truth partly dissimulated, apparent and non-true.",levinas,Otherwise Than Being — Emmanuel Levinas
"Truth can consist only in the exposition of being to itself, in self-consciousness.",levinas,Otherwise Than Being — Emmanuel Levinas
"The upsurge of a subjectivity, a soul, a ""who,"" remains correlative with being, that is, simultaneous and one with it.",levinas,Otherwise Than Being — Emmanuel Levinas
The mutation of the exhibition into knowledge has to be interpretable as a certain inflexion of this exhibition.,levinas,Otherwise Than Being — Emmanuel Levinas
"The soul would live only for the disclosure of being which arouses it or provokes it; it would be a moment of the life of the Spirit, that is, of Being-totality, leaving nothing outside of itself, the same finding again the same.",levinas,Otherwise Than Being — Emmanuel Levinas
But the manifestation of being to itself would imply a separation in being.,levinas,Otherwise Than Being — Emmanuel Levinas
"The getting out of phase of the instant, the ""all"" pulling off from the ""all"" - the temporality of time - makes possible, however, a recuperation in which nothing is lost.",levinas,Otherwise Than Being — Emmanuel Levinas
"There is a disclosing of being; disengaged from its identity, from itself (what we are here calling a getting out of phase) and rediscoveries of truth; between what shows itself and the aim it fulfills, there is monstration.",levinas,Otherwise Than Being — Emmanuel Levinas
There is the same as this aim and the same as discov-,levinas,Otherwise Than Being — Emmanuel Levinas
"29 ered, only discovered and amounting to the same— truth.",levinas,Otherwise Than Being — Emmanuel Levinas
"Time is needed, the remission of the immobile eternity, of the immanence of the whole in the whole, in order that there be established the new tension, unique in its kind, through which intentionality or thought is awakened in being.",levinas,Otherwise Than Being — Emmanuel Levinas
"Truth is rediscovery, recall, reminiscence, reuniting under the unity of apperception.",levinas,Otherwise Than Being — Emmanuel Levinas
"There is remission of time and tension of the recapture, relaxation and tension without a break, without a gap.",levinas,Otherwise Than Being — Emmanuel Levinas
"Time is reminiscence and reminiscence is time, the unity of consciousness and essence.",levinas,Otherwise Than Being — Emmanuel Levinas
"But in the totality of being temporally getting out of phase, which alone could be sufficient for truth, would the totality, diverging from itself, go ""beyond totality""?",levinas,Otherwise Than Being — Emmanuel Levinas
Yet totality should not leave anything outside.3 Then the transcendence of the totality thematized in truth is produced as a division of the totality into parts.,levinas,Otherwise Than Being — Emmanuel Levinas
"How can these parts still be equivalent to the whole, as is implied when exposition is truth?",levinas,Otherwise Than Being — Emmanuel Levinas
The whole reflected in a part is an image.,levinas,Otherwise Than Being — Emmanuel Levinas
Truth then would be produced in the images of being.,levinas,Otherwise Than Being — Emmanuel Levinas
"Beyond essence, signification, an excluded middle between being and non-being, signifies.",levinas,Otherwise Than Being — Emmanuel Levinas
"But if exposition implies a partition of the totality of being, exposition cannot be completed without being put out.",levinas,Otherwise Than Being — Emmanuel Levinas
"Philosophy is disclosure of being, and being's essence is truth and philosophy.",levinas,Otherwise Than Being — Emmanuel Levinas
"Being's essence is the temporalization of time, the diastasis of the identical and its recapture or reminiscence, the unity of apperception.",levinas,Otherwise Than Being — Emmanuel Levinas
"Being's essence designates nothing that could be a nameable content, a thing, event or action; it names this mobility of the immobile, this multiplication of the identical, this diastasis of the punctual, this lapse.",levinas,Otherwise Than Being — Emmanuel Levinas
"The work of being, essence, time, the lapse of time, is exposition, truth, philosophy.",levinas,Otherwise Than Being — Emmanuel Levinas
"In it forms are illuminated where knowledge is awakened; in it being leaves the night, or, at least, quits sleep, that night of night, for an unextinguish-able insomnia of consciousness.",levinas,Otherwise Than Being — Emmanuel Levinas
"Temporality, in the divergence of the identical from itself, is essence and original light, that which Plato distinguished from the visibility of the visible and the clairvoyance of the eye.",levinas,Otherwise Than Being — Emmanuel Levinas
The time of the essence unites the three moments of knowing.,levinas,Otherwise Than Being — Emmanuel Levinas
Is the light of essence which makes things seen itself seen?,levinas,Otherwise Than Being — Emmanuel Levinas
"But then light presents itself in light, which latter is not thematic, but resounds for the ""eye that listens,"" with a resonance unique in its kind, a resonance of silence.",levinas,Otherwise Than Being — Emmanuel Levinas
"Expressions such as the eye that listens to the resonance of silence are not monstrosities, for they speak of the way one approaches the temporafity of the true, and in temporality being deploys its essence.",levinas,Otherwise Than Being — Emmanuel Levinas
"The question remains: are this night or this sleep which being would ""quit"" by means of time so as to manifest itself still essence, simple negations of light and wakefulness?",levinas,Otherwise Than Being — Emmanuel Levinas
"Or ""are"" they an ""otherwise"" or a ""hither side""?",levinas,Otherwise Than Being — Emmanuel Levinas
"By virtue of a temporality beyond reminiscence, in diachrony, beyond essence, are they on this side of, or beyond, otherwise than being, indeed liable to being shown in the 31 said, but then immediately reduced?",levinas,Otherwise Than Being — Emmanuel Levinas
Is the subject completely comprehensible out of ontology?,levinas,Otherwise Than Being — Emmanuel Levinas
"That is one of the principle problems of the present research-or, more exactly, that is what it puts into question. 3.",levinas,Otherwise Than Being — Emmanuel Levinas
"Sensuous Lived Experience The disclosure of all things depends on their insertion in this light, or this resonance, of the time of essence.",levinas,Otherwise Than Being — Emmanuel Levinas
"Things are discovered in their qualities, but the qualities are in lived experience, which is temporal.",levinas,Otherwise Than Being — Emmanuel Levinas
"The exposition, the phenomenality of being, can not be separated from time.",levinas,Otherwise Than Being — Emmanuel Levinas
"These qualities would be distinguishable from every other given by their immediate presence, their fullness of content, their richness.",levinas,Otherwise Than Being — Emmanuel Levinas
"Though changing, they would vary only outside of the lived experience, on the plane of the sensed, beyond the sensing.",levinas,Otherwise Than Being — Emmanuel Levinas
"The lived and the sensed, the lived and the sensible qualities, would thus be separated by an ""open chasm of meaning,"" as Husserl put it.",levinas,Otherwise Than Being — Emmanuel Levinas
"The sensible is not revealed in the exposition that would be the fulgurating instant of a noesis, would be pure welcome.",levinas,Otherwise Than Being — Emmanuel Levinas
"The noesis itself has a temporal stretching in it, and is constituted in time; it refers in its intention to the materiality of a vkrj.",levinas,Otherwise Than Being — Emmanuel Levinas
"Husserl agrees, and emphasizes this more than anyone today, rehabilitating the teachings of a venerable philosophical tradition which he seems to contest by certain aspects of the theses he puts forth.",levinas,Otherwise Than Being — Emmanuel Levinas
"The sensorial qualities are 32 not only the sensed: as affective states, they are the sensing.",levinas,Otherwise Than Being — Emmanuel Levinas
"One can very well attribute to sensing an intentionality that identifies colors and objective sounds, still it is itself an abridged version of these colors and sounds.",levinas,Otherwise Than Being — Emmanuel Levinas
This specific intentionality is time itself.,levinas,Otherwise Than Being — Emmanuel Levinas
"There is consciousness insofar as the sensible impression differs from itself without differing; it differs without differing, is other within identity.",levinas,Otherwise Than Being — Emmanuel Levinas
"The impression is illuminated by ""opening up,"" as though it plugged itself up; it undoes that coincidence of self with self in which the ""same"" is smothered under itself, as under a candle extinguisher.",levinas,Otherwise Than Being — Emmanuel Levinas
"It is not in phase with itself; just past, about to come.",levinas,Otherwise Than Being — Emmanuel Levinas
"But to differ within identity, to maintain the moment that is being altered, is ""protaining"" and ""retaining""!",levinas,Otherwise Than Being — Emmanuel Levinas
"Differing within identity, modifying itself without changing, consciousness glows in an impression inasmuch as it diverges from itself, to still be expecting itself, or already recuperating itself.",levinas,Otherwise Than Being — Emmanuel Levinas
"Still, already - are time, time in which nothing is lost.",levinas,Otherwise Than Being — Emmanuel Levinas
"The past itself is modified without changing its identity, diverges from itself without letting go of itself, ""becomes older,"" sinking into a deeper past: it remains identical with itself through retention of retention, and so on.",levinas,Otherwise Than Being — Emmanuel Levinas
"Then memory recuperates in images what retention was not able to preserve, and historiography reconstructs that whose image is lost.",levinas,Otherwise Than Being — Emmanuel Levinas
To speak of consciousness is to speak of time.,levinas,Otherwise Than Being — Emmanuel Levinas
"At a level which for Husserl is originary, temporality involves a consciousness that is not even intentional in the ""specific"" sense of retention.",levinas,Otherwise Than Being — Emmanuel Levinas
"Husserl will then have liberated the psyche from the primacy of the theoretical neither in the order of know-how with equipment nor in that of axiological emotion, nor in the thought of Being, different from the metaphysics of entities.",levinas,Otherwise Than Being — Emmanuel Levinas
"Though it be a rehabilitation of the ""sensorial given"" of empiricist sensualism, the primal impression finds again in the context of intentionality (which for Husserl remains all-encompassing) its power to surprise.",levinas,Otherwise Than Being — Emmanuel Levinas
Here consciousness is produced outside of all negativity in Being (which still operates in the temporality of retentions and protentions).,levinas,Otherwise Than Being — Emmanuel Levinas
"Through the notion of the living present, the notion of origin and of creation, a spontaneity in which activity and passivity are completely one, tend to become intelligible.",levinas,Otherwise Than Being — Emmanuel Levinas
"Nothing enters incognito into the same, to interrupt the flow of time and interrupt the consciousness that is produced in the form of this flow.",levinas,Otherwise Than Being — Emmanuel Levinas
"A putting the self-identity of the living present out of phase, a putting of the phases themselves out of phase, in the intentionality",levinas,Otherwise Than Being — Emmanuel Levinas
"34 of retentions and protentions, the flow looks like a multiplication of modification dispersing from the living present.",levinas,Otherwise Than Being — Emmanuel Levinas
"Rather than being a metaphor taken from the movement of waters in a river, would not flowing be the very temporality of time and the ""science"" of which ""consciousness"" (conscience) is made?",levinas,Otherwise Than Being — Emmanuel Levinas
"The temporal modification is not an event, nor an action, nor the effect of a cause.",levinas,Otherwise Than Being — Emmanuel Levinas
"Language The verb understood as a noun designating an event, when applied to the temporalization of time, would make it resound as an event, whereas every event already presupposes time.",levinas,Otherwise Than Being — Emmanuel Levinas
"Time's modification without change, the putting of the identical out of phase with itself, teems behind the transformations and the endurance, and, as ageing, even within endurance.",levinas,Otherwise Than Being — Emmanuel Levinas
"And yet a verb perhaps comes into its very verbalness by ceasing to name actions and events, ceasing to name.",levinas,Otherwise Than Being — Emmanuel Levinas
"It is here that a word ""has its own ways,"" unique of their kind, irreducible to symbolization which names or evokes.",levinas,Otherwise Than Being — Emmanuel Levinas
"This time can, to be sure, be recuperated in retention, memory, ""tales,"" and books.",levinas,Otherwise Than Being — Emmanuel Levinas
"The relationship between the verb and being, or being's essence is not that between genus and species.",levinas,Otherwise Than Being — Emmanuel Levinas
"Essence, temporalization, is the verbalness of a verb.",levinas,Otherwise Than Being — Emmanuel Levinas
"Language issued from the verbalness of a verb would then not only consist in making being understood, but also in making its essence vibrate.",levinas,Otherwise Than Being — Emmanuel Levinas
Language is thus not reducible to a system of signs doubling up beings and relations; that conception would be incumbent on us if words were nouns.,levinas,Otherwise Than Being — Emmanuel Levinas
Language seems rather to be an excrescence of the verb.,levinas,Otherwise Than Being — Emmanuel Levinas
And qua verb it already bears sensible life - temporalization and being's essence.,levinas,Otherwise Than Being — Emmanuel Levinas
"The lived sensation, being and time, is already understood in a verb.",levinas,Otherwise Than Being — Emmanuel Levinas
"In sensibility the qualities of perceived things turn into time and into consciousness, independently of the soundless space in which they seem to unfold in a mute world.",levinas,Otherwise Than Being — Emmanuel Levinas
But has not then sensibility already been said!,levinas,Otherwise Than Being — Emmanuel Levinas
Do not its qualitative variations make the how of the verb stated in it understood?,levinas,Otherwise Than Being — Emmanuel Levinas
"Do not the sensations in which the sensible qualities are lived resound adverbially, and, more precisely, as adverbs of the verb to be?",levinas,Otherwise Than Being — Emmanuel Levinas
"But then if they could be surprised on the hither side of the said, would they not reveal another meaning!",levinas,Otherwise Than Being — Emmanuel Levinas
Denomination designates or constitutes identities in the verbal or temporal flow of sensation.,levinas,Otherwise Than Being — Emmanuel Levinas
"The ""this as that"" is not lived; it is said.",levinas,Otherwise Than Being — Emmanuel Levinas
"Identification is understood on the basis of a mysterious schematism, of the already said, an antecedent doxa which every relationship between the universal and the individual presupposes.",levinas,Otherwise Than Being — Emmanuel Levinas
For this relationship evidently can not be based on resemblance.,levinas,Otherwise Than Being — Emmanuel Levinas
The said is not simply a sign or an expression of a meaning; it proclaims and establishes this as that.,levinas,Otherwise Than Being — Emmanuel Levinas
"In the doxa, the already said, tale, epos, the given is held in its theme.",levinas,Otherwise Than Being — Emmanuel Levinas
"But this ambiguity and this gnoseological function of sensibility, this ambiguity of the understanding and intuition that does not exhaust the signifyingness of the sensible and of immediacy, is its play, logical and ontological, as consciousness.",levinas,Otherwise Than Being — Emmanuel Levinas
This play does not begin by caprice; we will have to show the horizon in which it occurs.,levinas,Otherwise Than Being — Emmanuel Levinas
But this play does not undo the responsibilities that arouse it.,levinas,Otherwise Than Being — Emmanuel Levinas
"In analyzing the sensible in the ambiguity of duration and identity, which is already the ambiguity of the verb and the noun that scintillates in the said, we have found it already said.",levinas,Otherwise Than Being — Emmanuel Levinas
"Or, if one likes, our analysis concerned the time that marks historiography, that is, the recuperable time, the recoverable time, the lost time that can be found again.",levinas,Otherwise Than Being — Emmanuel Levinas
"As the time narrated becomes, in the narrative and in writing, a reversible time, every phenomenon is said, characterized by the simultaneity of the successive in a theme.",levinas,Otherwise Than Being — Emmanuel Levinas
"In the remission or detente of time, the same modified retains itself on the verge of losing itself, is inscribed in memory and is identified, is said.",levinas,Otherwise Than Being — Emmanuel Levinas
These rediscoveries are an identification - of this as this or as that.,levinas,Otherwise Than Being — Emmanuel Levinas
Identification is ascription of meaning.,levinas,Otherwise Than Being — Emmanuel Levinas
Entities show themselves in their meanings to be identical entities.,levinas,Otherwise Than Being — Emmanuel Levinas
"They are not first given and thematized, and then receive a meaning; they are given by the meaning they have.",levinas,Otherwise Than Being — Emmanuel Levinas
But these rediscoveries by identification occur in an already said.,levinas,Otherwise Than Being — Emmanuel Levinas
"The Said and the Saying The identity of entities refers to a saying teleologically turned to the ke-rygma of the said, absorbing itself in it to the extent of being forgotten in it.",levinas,Otherwise Than Being — Emmanuel Levinas
"It refers to a saying that would be correlative with the said, or that would idealize the identity of entities.",levinas,Otherwise Than Being — Emmanuel Levinas
"This saying would thus constitute that identity, and recuperate the irreversible, coagulate the flow of time into a ""something,"" thematize, ascribe a meaning.",levinas,Otherwise Than Being — Emmanuel Levinas
"It would take up a position with regard to this ""something,"" fixed in a present, re-present it to itself, and thus extract it from the labile character of time.",levinas,Otherwise Than Being — Emmanuel Levinas
"The saying extended toward the said24 and absorbed in it, correlative with it, names an entity, in the light or resonance of lived time which allows a phenomenon to appear.",levinas,Otherwise Than Being — Emmanuel Levinas
This light and resonance can in turn be identified in another said.,levinas,Otherwise Than Being — Emmanuel Levinas
"The designation and resonance are not just added on to a phenomenon from the outside, by the effect of a conventional code which regulates the usage of a system of signs.",levinas,Otherwise Than Being — Emmanuel Levinas
"It is through the already said that words, elements of a historically constituted vocabulary, will come to function as signs and acquire a usage,23 and bring about the proliferation of all the possibilities of vocabulary.",levinas,Otherwise Than Being — Emmanuel Levinas
The entity that appears identical in the light of time is its essence in the already said.,levinas,Otherwise Than Being — Emmanuel Levinas
The phenomenon itself is a phenomenology.,levinas,Otherwise Than Being — Emmanuel Levinas
"It is not that a discourse, coming from one knows not where, arbitrarily arranges the phases of temporality into a ""this as that."" The very exposition of Being, its manifestation, essence qua essence and entities qua entities, are spoken.",levinas,Otherwise Than Being — Emmanuel Levinas
"It is only in the said, in the epos of saying, that the diachrony of time is synchronized into a time that is recallable, and becomes a theme.",levinas,Otherwise Than Being — Emmanuel Levinas
The epos is not added to the identical entities it exposes; it exposes them as identities illuminated by a memorable temporality.,levinas,Otherwise Than Being — Emmanuel Levinas
"And it is for that that man is a being of truth, belonging to no other genus of being.",levinas,Otherwise Than Being — Emmanuel Levinas
But the signification of saying goes beyond the said.,levinas,Otherwise Than Being — Emmanuel Levinas
"The immemorial is not an effect of a weakness of memory, an incapacity to cross large intervals of time, to resuscitate pasts too deep.",levinas,Otherwise Than Being — Emmanuel Levinas
"It is the impossibility of the dispersion of time to assemble itself in the present, the insurmountable diachrony of time, a beyond the said.",levinas,Otherwise Than Being — Emmanuel Levinas
It is diachrony that determines the immemorial; a weakness of memory does not constitute diachrony.,levinas,Otherwise Than Being — Emmanuel Levinas
But then we have this problem: is not diachrony characterizable only negatively?,levinas,Otherwise Than Being — Emmanuel Levinas
"For such a signification what is signified would not be a ""something"" identified in the theme of the said, a ""this as that"" illuminated in the memorable time of essence.",levinas,Otherwise Than Being — Emmanuel Levinas
"Need temporalization signify only by letting itself be understood in the said, in which its diachrony is exposed to synchronization?",levinas,Otherwise Than Being — Emmanuel Levinas
"If saying is not only the correlative of a said, if its signifyingness is not absorbed in the signification said, can we not find beyond or on the hither side of the saying that tells being the signifyingness of diachrony?",levinas,Otherwise Than Being — Emmanuel Levinas
"Behind being and its monstration, there is now already heard the resonance of other significations forgotten in ontology, which now solicit our inquiry.",levinas,Otherwise Than Being — Emmanuel Levinas
"But before entering into this inquiry concerning the saying, let us return to the structure of the said, in which identical entities, beings, are shown.28 d.",levinas,Otherwise Than Being — Emmanuel Levinas
"The Amphibology of Being and Entities Time and the essence it unfolds by manifesting entities, identified in the themes of statements or narratives, resound as a silence without becoming themes themselves.",levinas,Otherwise Than Being — Emmanuel Levinas
"They can, to be sure, be named in a theme, but this naming does not reduce to definitive silence the mute resonance, the murmur of silence, in which essence is identified as an entity.",levinas,Otherwise Than Being — Emmanuel Levinas
"Once again for the ""listening eye"" a silence resounds about what had been muffled, the silence of the parcelling out of being, by which entities in their identities are illuminated and show themselves.",levinas,Otherwise Than Being — Emmanuel Levinas
"In a predicative proposition, an apophansis, an entity can make itself be understood verbally, as a ""way"" of essence, as the fruitio essendi itself, as a how, a modality of this essence or this temporalization.",levinas,Otherwise Than Being — Emmanuel Levinas
"Already the tautological predication, A is A, in which an entity is both subject and predicate, does not only signify the inherence of A in itself or the fact that A possesses all the characteristics of A.",levinas,Otherwise Than Being — Emmanuel Levinas
"A is A is to be understood also as ""the sound resounds"" or ""the red reddens"" - or as ""AAs."" In",levinas,Otherwise Than Being — Emmanuel Levinas
